video_id,label,modality,label_correct,modality_correct,suggested_labels,suggested_modality,reason,cleanup_verdict,cleanup_reason
9wW-losmGws_000097,playing synthesizer,,False,True,"[{""label"": ""playing banjo"", ""modality"": ""both""}, {""label"": ""playing washboard"", ""modality"": ""both""}]",,"There is no synthesizer in the video; the instruments are acoustic (banjo, washboard, kazoo).",genuine,The instruments are acoustic and are fundamentally different from an electronic synthesizer.
9xvmNaF73fo_000030,typing on computer keyboard,,False,True,"[{""label"": ""writing on blackboard with chalk"", ""modality"": ""both""}]",,"There is no typing occurring. The child is using a marker and magnetic letters on a whiteboard, which produces similar clicking and scratching sounds.",genuine,The actual source of the sound (marker/whiteboard) is fundamentally different from a keyboard.
9zWMaAO5U3k_000105,"cattle, bovinae cowbell",,False,False,"[{""label"": ""donkey  ass braying"", ""modality"": ""visible""}, {""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}]",both,"There are no cattle or cowbells in the clip. Instead, a donkey is visible and birds can be heard chirping.",genuine,The label refers to objects and animals that are entirely absent from the clip.
A-OZ4_eEMRo_000150,firing cannon,,False,True,"[{""label"": ""machine gun shooting"", ""modality"": ""both""}]",,"The player is firing a submachine gun (MP40), which has a much higher rate of fire and lower impact than a cannon.",genuine,A small-arm submachine gun is fundamentally different from a heavy artillery cannon.
A-OZ4_eEMRo_000150,firing muskets,,False,False,"[{""label"": ""machine gun shooting"", ""modality"": ""both""}]",both,"The weapon is an automatic submachine gun, not a single-shot musket, and the action is clearly visible on screen.",genuine,"The weapon shown is an automatic firearm, which is fundamentally different from a musket."
A-YKT8XB0xg_000000,"female speech, woman speaking",,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,The voice heard making a grunt and a sigh of relief sounds like a man's voice rather than a woman's.,genuine,Misidentifying the gender of a speaker is a fundamental classification error.
9zW-E0XdWdw_000160,playing piano,,False,False,"[{""label"": ""playing acoustic guitar"", ""modality"": ""both""}]",both,No piano is visible or audible in the video; the only instrument present is an acoustic guitar.,genuine,Piano and acoustic guitar are fundamentally different musical instruments.
A1qKwuz07ss_000030,playing bongo,,False,False,"[{""label"": ""playing sitar"", ""modality"": ""both""}, {""label"": ""playing tabla"", ""modality"": ""both""}]",both,There is no bongo in the video or audio; the instruments being played are the sitar and the tabla.,genuine,Bongos are fundamentally different from the sitar and tabla instruments actually present.
A3CJkhyupM0_000010,police car (siren),,False,False,"[{""label"": ""people crowd"", ""modality"": ""both""}, {""label"": ""female speech  woman speaking"", ""modality"": ""both""}]",,There is no police siren audible or police car visible; the man is simply yelling for the police.,genuine,The label refers to a police siren which is completely absent from the clip.
A58jDX8MIbs_000020,ocean burbling,,False,False,"[{""label"": ""waterfall burbling"", ""modality"": ""both""}]",both,"The video shows a waterfall and a river, not the ocean.",genuine,An ocean and a waterfall are fundamentally different water sources and sound types.
A58jDX8MIbs_000020,wind noise,,False,True,"[{""label"": ""waterfall burbling"", ""modality"": ""audible""}]",,"The constant rushing sound in the background is the sound of the large waterfall visible in the background, not wind.",genuine,"The sound source is a waterfall, which is fundamentally different from wind noise."
A5RP_P_aFsk_000010,bird squawking,,False,True,"[{""label"": ""people cheering"", ""modality"": ""audible""}, {""label"": ""playing piano"", ""modality"": ""audible""}]",,There are no bird sounds in the clip; the audio contains piano music and an audience cheering at the start.,genuine,There is a fundamental mismatch between bird sounds and the actual piano music and cheering present.
A5RP_P_aFsk_000010,eagle screaming,,False,True,"[{""label"": ""playing piano"", ""modality"": ""audible""}]",,There are no eagle or bird sounds in the video.,genuine,"The label refers to an animal sound that is entirely absent, replaced by human activity and music."
A7DQjMwCtI8_000270,wind noise,,False,True,"[{""label"": ""skidding"", ""modality"": ""both""}]",,There is no audible wind noise; the dominant sounds are engines and the skidding/scraping of the car losing its wheel.,genuine,The mechanical sounds of an engine and skidding are fundamentally different from environmental wind noise.
A8rklgn3N4A_000028,dog growling,,False,True,"[{""label"": ""cat growling"", ""modality"": ""both""}]",,"The video shows a black cat growling while eating, not a dog.",genuine,The source is fundamentally different as the video features a cat rather than a dog.
A91s78YZt-Y_000010,people babbling,,False,False,"[{""label"": ""dinosaurs bellowing"", ""modality"": ""both""}]",both,"The sounds are cartoonish dinosaur grunts and straining noises, not people babbling (indistinct speech).",genuine,Cartoon dinosaur noises are a fundamentally different source than human speech/babbling.
A9KMqwqLboE_000030,planing timber,,False,True,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",,"The sound is clearly a truck engine, not timber being planed.",genuine,The sound of a truck engine is fundamentally different from the sound of woodworking tools.
A9KMqwqLboE_000030,reversing beeps,,False,True,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",,No reversing beeps are present in the audio or visuals; the truck is struggling to move forward.,genuine,The specific electronic sound of reversing beeps is entirely absent from the audio and visual.
A9KMqwqLboE_000030,vacuum cleaner cleaning floors,,False,True,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",,"The audio consists of a large diesel engine, not the high-pitched hum of a vacuum cleaner.",genuine,A diesel engine and a vacuum cleaner are fundamentally different mechanical sound sources.
AA0Ekw6dlQo_000046,car engine starting,,False,False,"[{""label"": ""playing clarinet"", ""modality"": ""both""}]",both,"There is no car engine sound or visual in the video; instead, a person is playing a clarinet.",genuine,The label refers to a mechanical event that is completely absent; the actual content is a musical performance.
AA0Ekw6dlQo_000046,"male speech, man speaking",,False,False,"[{""label"": ""playing clarinet"", ""modality"": ""both""}]",both,The person in the video is not speaking; they are playing a musical instrument throughout the clip.,genuine,"The subject is playing an instrument rather than speaking, which is a fundamental difference in activity."
ABf_0EVfFR0_000040,"fly, housefly buzzing",,False,True,"[{""label"": ""people slapping"", ""modality"": ""both""}, {""label"": ""people clapping"", ""modality"": ""both""}]",,There are no fly sounds in the clip. The audio consists of rhythmic body percussion (slapping and clapping).,genuine,Rhythmic human body percussion is fundamentally different from the sound of an insect buzzing.
ABf_0EVfFR0_000040,mosquito buzzing,,False,True,"[{""label"": ""people slapping"", ""modality"": ""both""}, {""label"": ""people clapping"", ""modality"": ""both""}]",,There are no mosquito sounds in the clip. The audio consists of rhythmic body percussion (slapping and clapping).,genuine,"The sound source is human activity, not the insect noise described by the label."
ABH4iCT5Iik_000030,car passing by,,False,False,"[{""label"": ""people clapping"", ""modality"": ""both""}, {""label"": ""male singing"", ""modality"": ""both""}, {""label"": ""female singing"", ""modality"": ""both""}]",both,There are no cars in the video; it is a recording of a stage performance.,genuine,The label refers to an object and sound source that is completely absent from the video.
ABH4iCT5Iik_000030,cricket chirping,,False,True,[],,No cricket sounds are present in the audio track.,genuine,The sound source is completely absent from the audio track.
ABH4iCT5Iik_000030,playing ukulele,,False,False,[],both,No ukulele is seen or heard; the ensemble uses piano and guitar.,genuine,The instruments present are fundamentally different from the assigned label.
ABH4iCT5Iik_000030,wind rustling leaves,,False,True,[],,The recording is of an indoor performance and contains no wind noise.,genuine,The event is completely absent in an indoor performance setting.
ABNmO9SewG8_000030,chopping wood,,False,False,[],,There is no wood being chopped; the man is removing a brick and using a tool to pry open the top of a beehive.,genuine,The activity and objects involved are fundamentally different from the label.
ACjLm_tKyu8_000060,vacuum cleaner cleaning floors,,False,False,"[{""label"": ""electric grinder grinding"", ""modality"": ""both""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""audible""}]",both,"The device shown and heard is an electric angle grinder, not a vacuum cleaner. The sound of the motor revving up and down as the speed is adjusted is also prominent.",genuine,The device shown and heard is a fundamentally different type of machinery.
